Team,Week,Day,Month,Date,Year,Court,Opponent,Rank,Rank2,WL,Score,OppScore
Syracuse,6,Wed,Nov,28,2018,@,Ohio State ,16,,W,72,62
Syracuse,7,Sat,Dec,1,2018,0,Cornell,,,W,63,55
Syracuse,8,Tue,Dec,4,2018,0,Northeastern,,,W,72,49
Syracuse,9,Sat,Dec,8,2018,0,Georgetown,,,W,72,71
Syracuse,10,Sat,Dec,15,2018,0,Old Dominion,,,L,62,68
Syracuse,11,Tue,Dec,18,2018,0,Buffalo ,14,,L,59,71
Syracuse,12,Sat,Dec,22,2018,0,Arkansas State,,,W,82,52
Syracuse,13,Sat,Dec,29,2018,0,St. Bonaventure,,,W,81,48
Syracuse,14,Sat,Jan,5,2019,@,Notre Dame,,,W,72,62
Syracuse,15,Wed,Jan,9,2019,0,Clemson,,,W,61,53
Syracuse,16,Sat,Jan,12,2019,0,Georgia Tech,,,L,59,73
Syracuse,17,Mon,Jan,14,2019,@,Duke ,1,,W,95,91
Syracuse,18,Sat,Jan,19,2019,0,Pittsburgh,,,W,74,63
Syracuse,19,Thu,Jan,24,2019,0,Miami ,,,W,73,53
Syracuse,20,Sat,Jan,26,2019,@,Virginia Tech ,10,,L,56,78
Syracuse,21,Wed,Jan,30,2019,@,Boston College,,,W,77,71
Syracuse,22,Sat,Feb,2,2019,@,Pittsburgh,,,W,65,56
Syracuse,23,Tue,Feb,5,2019,0,Florida State ,22,,L,62,80
Syracuse,24,Sat,Feb,9,2019,0,Boston College,,,W,67,56
Syracuse,25,Wed,Feb,13,2019,@,North Carolina State,,,L,58,73
Syracuse,26,Wed,Feb,20,2019,0,Louisville ,18,,W,69,49
Syracuse,27,Sat,Feb,23,2019,0,Duke ,1,,L,65,75
Syracuse,28,Tue,Feb,26,2019,@,North Carolina ,5,,L,85,93
Syracuse,29,Sat,Mar,2,2019,@,Wake Forest,,,W,79,54
Syracuse,30,Mon,Mar,4,2019,0,Virginia ,2,,L,53,79
Syracuse,31,Sat,Mar,9,2019,@,Clemson,,,L,55,67
Syracuse,1,Fri,Nov,10,2017,0,Cornell,,,W,77,45
Syracuse,2,Tue,Nov,14,2017,0,Iona,,,W,71,62
Syracuse,3,Sat,Nov,18,2017,0,Texas Southern,,,W,80,67
Syracuse,4,Mon,Nov,20,2017,0,Oakland,,,W,74,50
Syracuse,5,Wed,Nov,22,2017,0,Toledo,,,W,72,64
Syracuse,6,Mon,Nov,27,2017,0,Maryland,,,W,72,70
Syracuse,7,Sat,Dec,2,2017,N,Kansas ,2,,L,60,76
Syracuse,8,Tue,Dec,5,2017,N,Connecticut,,,W,72,63
Syracuse,9,Sat,Dec,9,2017,0,Colgate,,,W,72,58
Syracuse,10,Sat,Dec,16,2017,@,Georgetown,,,W,86,79
Syracuse,11,Tue,Dec,19,2017,0,Buffalo,,,W,81,74
Syracuse,12,Fri,Dec,22,2017,0,St. Bonaventure,,,L,57,60
Syracuse,13,Wed,Dec,27,2017,0,Eastern Michigan,,,W,62,47
Syracuse,14,Sun,Dec,31,2017,0,Virginia Tech,,,W,68,56
Syracuse,15,Wed,Jan,3,2018,@,Wake Forest,,,L,67,73
Syracuse,16,Sat,Jan,6,2018,0,Notre Dame,,,L,49,51
Syracuse,17,Tue,Jan,9,2018,@,Virginia ,3,,L,61,68
Syracuse,18,Sat,Jan,13,2018,@,Florida State ,23,,L,90,101
Syracuse,19,Tue,Jan,16,2018,0,Pittsburgh,,,W,59,45
Syracuse,20,Wed,Jan,24,2018,0,Boston College,,,W,81,63
Syracuse,21,Sat,Jan,27,2018,@,Pittsburgh,,,W,60,55
Syracuse,22,Wed,Jan,31,2018,@,Georgia Tech,,,L,51,55
Syracuse,23,Sat,Feb,3,2018,0,Virginia ,2,,L,44,59
Syracuse,24,Mon,Feb,5,2018,@,Louisville,,,W,78,73
Syracuse,25,Sun,Feb,11,2018,0,Wake Forest,,,W,78,70
Syracuse,26,Wed,Feb,14,2018,0,North Carolina State,,,L,70,74
Syracuse,27,Sat,Feb,17,2018,@,Miami ,,,W,62,55
Syracuse,28,Wed,Feb,21,2018,0,North Carolina ,10,,L,74,78
Syracuse,29,Sat,Feb,24,2018,@,Duke ,5,,L,44,60
Syracuse,30,Wed,Feb,28,2018,@,Boston College,,,L,70,85
Syracuse,31,Sat,Mar,3,2018,0,Clemson ,18,,W,55,52
Syracuse,1,Fri,Nov,11,2016,0,Colgate,,,W,83,55
Syracuse,2,Tue,Nov,15,2016,0,Holy Cross,,,W,90,46
Syracuse,3,Fri,Nov,18,2016,0,Monmouth,,,W,71,50
Syracuse,4,Tue,Nov,22,2016,0,South Carolina State,,,W,101,59
Syracuse,5,Sat,Nov,26,2016,N,South Carolina,,,L,50,64
Syracuse,6,Tue,Nov,29,2016,@,Wisconsin ,17,,L,60,77
Syracuse,7,Sat,Dec,3,2016,0,North Florida,,,W,77,71
Syracuse,8,Mon,Dec,5,2016,N,Connecticut,,,L,50,52
Syracuse,9,Sat,Dec,10,2016,0,Boston University,,,W,99,77
Syracuse,10,Sat,Dec,17,2016,0,Georgetown,,,L,71,78
Syracuse,11,Mon,Dec,19,2016,0,Eastern Michigan,,,W,105,57
Syracuse,12,Wed,Dec,21,2016,0,St. John's ,,,L,60,93
Syracuse,13,Tue,Dec,27,2016,0,Cornell,,,W,80,56
Syracuse,14,Sun,Jan,1,2017,@,Boston College,,,L,81,96
Syracuse,15,Wed,Jan,4,2017,0,Miami ,,,W,70,55
Syracuse,16,Sat,Jan,7,2017,0,Pittsburgh,,,W,77,66
Syracuse,17,Tue,Jan,10,2017,@,Virginia Tech,,,L,73,83
Syracuse,18,Sat,Jan,14,2017,0,Boston College,,,W,76,53
Syracuse,19,Mon,Jan,16,2017,@,North Carolina ,9,,L,68,85
Syracuse,20,Sat,Jan,21,2017,@,Notre Dame ,15,,L,66,84
Syracuse,21,Tue,Jan,24,2017,0,Wake Forest,,,W,81,76
Syracuse,22,Sat,Jan,28,2017,0,Florida State ,6,,W,82,72
Syracuse,23,Wed,Feb,1,2017,@,North Carolina State,,,W,100,93
Syracuse,24,Sat,Feb,4,2017,0,Virginia ,9,,W,66,62
Syracuse,25,Tue,Feb,7,2017,@,Clemson,,,W,82,81
Syracuse,26,Sat,Feb,11,2017,@,Pittsburgh,,,L,75,80
Syracuse,27,Mon,Feb,13,2017,0,Louisville ,8,,L,72,76
Syracuse,28,Sun,Feb,19,2017,@,Georgia Tech,,,L,65,71
Syracuse,29,Wed,Feb,22,2017,0,Duke ,10,,W,78,75
Syracuse,30,Sun,Feb,26,2017,@,Louisville ,7,,L,68,88
Syracuse,31,Sat,Mar,4,2017,0,Georgia Tech,,,W,90,61
Syracuse,1,Fri,Nov,13,2015,0,Lehigh,,,W,57,47
Syracuse,2,Tue,Nov,17,2015,0,St. Bonaventure,,,W,79,66
Syracuse,3,Sat,Nov,21,2015,0,Elon,,,W,66,55
Syracuse,4,Wed,Nov,25,2015,N,Charlotte,,,W,83,70
Syracuse,5,Thu,Nov,26,2015,N,Connecticut ,18,,W,79,76
Syracuse,6,Fri,Nov,27,2015,N,Texas A&M ,25,,W,74,67
Syracuse,7,Wed,Dec,2,2015,0,Wisconsin,,,L,58,66
Syracuse,8,Sat,Dec,5,2015,@,Georgetown,,,L,72,79
Syracuse,9,Tue,Dec,8,2015,0,Colgate,,,W,78,51
Syracuse,10,Sun,Dec,13,2015,@,St. John's ,,,L,72,84
Syracuse,11,Sat,Dec,19,2015,0,Cornell,,,W,67,46
Syracuse,12,Tue,Dec,22,2015,0,Montana State,,,W,82,60
Syracuse,13,Sun,Dec,27,2015,0,Texas Southern,,,W,80,67
Syracuse,14,Wed,Dec,30,2015,@,Pittsburgh,,,L,61,72
Syracuse,15,Sat,Jan,2,2016,@,Miami ,,13,L,51,64
Syracuse,16,Tue,Jan,5,2016,0,Clemson,,,L,73,74
Syracuse,17,Sat,Jan,9,2016,0,North Carolina ,6,,L,73,84
Syracuse,18,Wed,Jan,13,2016,0,Boston College,,,W,62,40
Syracuse,19,Sat,Jan,16,2016,@,Wake Forest,,,W,83,55
Syracuse,20,Mon,Jan,18,2016,@,Duke ,20,,W,64,62
Syracuse,21,Sun,Jan,24,2016,@,Virginia ,13,,L,65,73
Syracuse,22,Thu,Jan,28,2016,0,Notre Dame ,25,,W,81,66
Syracuse,23,Sat,Jan,30,2016,0,Georgia Tech,,,W,60,57
Syracuse,24,Tue,Feb,2,2016,0,Virginia Tech,,,W,68,60
Syracuse,25,Thu,Feb,11,2016,0,Florida State,,,W,85,72
Syracuse,26,Sun,Feb,14,2016,@,Boston College,,,W,75,61
Syracuse,27,Wed,Feb,17,2016,@,Louisville ,18,,L,58,72
Syracuse,28,Sat,Feb,20,2016,0,Pittsburgh,,,L,52,66
Syracuse,29,Sat,Feb,27,2016,0,North Carolina State,,,W,75,66
Syracuse,30,Mon,Feb,29,2016,@,North Carolina ,8,,L,70,75
Syracuse,31,Sat,Mar,5,2016,@,Florida State,,,L,73,78
Syracuse,1,Fri,Nov,14,2014,0,Kennesaw State,,,W,89,42
Syracuse,2,Sun,Nov,16,2014,0,Hampton,,,W,65,47
Syracuse,3,Thu,Nov,20,2014,N,University of California,,,L,59,73
Syracuse,4,Fri,Nov,21,2014,N,Iowa,,,W,66,63
Syracuse,5,Tue,Nov,25,2014,0,Loyola ,,,W,70,37
Syracuse,6,Fri,Nov,28,2014,0,Holy Cross,,,W,72,48
Syracuse,7,Tue,Dec,2,2014,@,Michigan ,17,,L,65,68
Syracuse,8,Sat,Dec,6,2014,0,St. John's ,,,L,57,69
Syracuse,9,Sun,Dec,14,2014,0,Louisiana Tech,,,W,71,69
Syracuse,10,Sat,Dec,20,2014,@,Villanova ,7,,L,77,82
Syracuse,11,Mon,Dec,22,2014,0,Colgate,,,W,78,43
Syracuse,12,Sun,Dec,28,2014,0,Cal State Long Beach,,,W,85,67
Syracuse,13,Wed,Dec,31,2014,0,Cornell,,,W,61,44
Syracuse,14,Sat,Jan,3,2015,@,Virginia Tech,,,W,68,66
Syracuse,15,Wed,Jan,7,2015,@,Georgia Tech,,,W,46,45
Syracuse,16,Sun,Jan,11,2015,0,Florida State,,,W,70,57
Syracuse,17,Tue,Jan,13,2015,0,Wake Forest,,,W,86,83
Syracuse,18,Sat,Jan,17,2015,@,Clemson,,,L,53,66
Syracuse,19,Tue,Jan,20,2015,0,Boston College,,,W,69,61
Syracuse,20,Sat,Jan,24,2015,0,Miami ,,,L,62,66
Syracuse,21,Mon,Jan,26,2015,@,North Carolina ,13,,L,83,93
Syracuse,22,Tue,Feb,3,2015,0,Virginia Tech,,,W,72,70
Syracuse,23,Sat,Feb,7,2015,@,Pittsburgh,,,L,77,83
Syracuse,24,Wed,Feb,11,2015,@,Boston College,,,W,70,56
Syracuse,25,Sat,Feb,14,2015,0,Duke ,4,,L,72,80
Syracuse,1,Fri,Nov,8,2013,0,Cornell,,,W,82,60
Syracuse,2,Tue,Nov,12,2013,0,Fordham,,,W,89,74
Syracuse,3,Sat,Nov,16,2013,0,Colgate,,,W,69,50
Syracuse,4,Mon,Nov,18,2013,0,St. Francis ,,,W,56,50
Syracuse,5,Mon,Nov,25,2013,N,Minnesota,,,W,75,67
Syracuse,6,Tue,Nov,26,2013,N,University of California,,,W,92,81
Syracuse,7,Wed,Nov,27,2013,N,Baylor ,18,,W,74,67
Syracuse,8,Tue,Dec,3,2013,0,Indiana,,,W,69,52
Syracuse,9,Sat,Dec,7,2013,0,Binghamton,,,W,93,65
Syracuse,10,Sun,Dec,15,2013,@,St. John's ,,,W,68,63
Syracuse,11,Fri,Dec,20,2013,0,High Point,,,W,75,54
Syracuse,12,Sat,Dec,28,2013,0,Villanova ,8,,W,78,62
Syracuse,13,Tue,Dec,31,2013,0,Eastern Michigan,,,W,70,48
Syracuse,14,Sat,Jan,4,2014,0,Miami ,,,W,49,44
Syracuse,15,Tue,Jan,7,2014,@,Virginia Tech,,,W,72,52
Syracuse,16,Sat,Jan,11,2014,0,North Carolina,,,W,57,45
Syracuse,17,Mon,Jan,13,2014,@,Boston College,,,W,69,59
Syracuse,18,Sat,Jan,18,2014,0,Pittsburgh ,22,,W,59,54
Syracuse,19,Sat,Jan,25,2014,@,Miami ,,,W,64,52
Syracuse,20,Wed,Jan,29,2014,@,Wake Forest,,,W,67,57
Syracuse,21,Sat,Feb,1,2014,0,Duke ,17,,W,91,89
Syracuse,22,Mon,Feb,3,2014,0,Notre Dame,,,W,61,55
Syracuse,23,Sun,Feb,9,2014,0,Clemson,,,W,57,44
Syracuse,24,Wed,Feb,12,2014,@,Pittsburgh ,25,,W,58,56
Syracuse,25,Sat,Feb,15,2014,0,North Carolina State,,,W,56,55
Syracuse,26,Wed,Feb,19,2014,0,Boston College,,,L,59,62
Syracuse,27,Sat,Feb,22,2014,@,Duke ,5,,L,60,66
Syracuse,28,Mon,Feb,24,2014,@,Maryland,,,W,57,55
Syracuse,29,Sat,Mar,1,2014,@,Virginia ,12,,L,56,75
Syracuse,30,Tue,Mar,4,2014,0,Georgia Tech,,,L,62,67
Syracuse,31,Sun,Mar,9,2014,@,Florida State,,,W,74,58
Syracuse,1,Sun,Nov,11,2012,N,San Diego State ,20,,W,62,49
Syracuse,2,Sun,Nov,18,2012,0,Wagner,,,W,88,57
Syracuse,3,Wed,Nov,21,2012,0,Princeton,,,W,73,53
Syracuse,4,Sun,Nov,25,2012,0,Colgate,,,W,87,51
Syracuse,5,Fri,Nov,30,2012,@,Arkansas,,,W,91,82
Syracuse,6,Mon,Dec,3,2012,0,Eastern Michigan,,,W,84,48
Syracuse,7,Thu,Dec,6,2012,0,Cal State Long Beach,,,W,84,53
Syracuse,8,Sat,Dec,8,2012,0,Monmouth,,,W,108,56
Syracuse,9,Sat,Dec,15,2012,0,Canisius,,,W,85,61
Syracuse,10,Mon,Dec,17,2012,0,Detroit Mercy,,,W,72,68
Syracuse,11,Sat,Dec,22,2012,N,Temple,,,L,79,83
Syracuse,12,Sat,Dec,29,2012,0,Alcorn State,,,W,57,36
Syracuse,13,Mon,Dec,31,2012,0,Central Connecticut State,,,W,96,62
Syracuse,14,Wed,Jan,2,2013,0,Rutgers,,,W,78,53
Syracuse,15,Sun,Jan,6,2013,@,South Florida,,,W,55,44
Syracuse,16,Wed,Jan,9,2013,@,Providence,,,W,72,66
Syracuse,17,Sat,Jan,12,2013,0,Villanova,,,W,72,61
Syracuse,18,Sat,Jan,19,2013,@,Louisville ,1,,W,70,68
Syracuse,19,Mon,Jan,21,2013,0,Cincinnati ,21,,W,57,55
Syracuse,20,Sat,Jan,26,2013,@,Villanova,,,L,71,75
Syracuse,21,Sat,Feb,2,2013,@,Pittsburgh,,,L,55,65
Syracuse,22,Mon,Feb,4,2013,0,Notre Dame ,25,,W,63,47
Syracuse,23,Sun,Feb,10,2013,0,St. John's ,,,W,77,58
Syracuse,24,Wed,Feb,13,2013,@,Connecticut,,,L,58,66
Syracuse,25,Sat,Feb,16,2013,@,Seton Hall,,,W,76,65
Syracuse,26,Wed,Feb,20,2013,0,Providence,,,W,84,59
Syracuse,27,Sat,Feb,23,2013,0,Georgetown ,11,,L,46,57
Syracuse,28,Mon,Feb,25,2013,@,Marquette ,22,,L,71,74
Syracuse,29,Sat,Mar,2,2013,0,Louisville ,10,,L,53,58
Syracuse,30,Wed,Mar,6,2013,0,DePaul,,,W,78,57
Syracuse,31,Sat,Mar,9,2013,@,Georgetown ,5,,L,39,61
Syracuse,1,Sat,Nov,12,2011,0,Fordham,,,W,78,53
Syracuse,2,Mon,Nov,14,2011,0,Manhattan,,,W,92,56
Syracuse,3,Tue,Nov,15,2011,0,Albany ,,,W,98,74
Syracuse,4,Sat,Nov,19,2011,0,Colgate,,,W,92,47
Syracuse,5,Wed,Nov,23,2011,N,Virginia Tech,,,W,69,58
Syracuse,6,Fri,Nov,25,2011,N,Stanford,,,W,69,63
Syracuse,7,Tue,Nov,29,2011,0,Eastern Michigan,,,W,84,48
Syracuse,8,Fri,Dec,2,2011,0,Florida ,10,,W,72,68
Syracuse,9,Tue,Dec,6,2011,0,Marshall,,,W,62,56
Syracuse,10,Sat,Dec,10,2011,0,George Washington,,,W,85,50
Syracuse,11,Sat,Dec,17,2011,@,North Carolina State,,,W,88,72
Syracuse,12,Tue,Dec,20,2011,0,Bucknell,,,W,80,61
Syracuse,13,Thu,Dec,22,2011,0,Tulane,,,W,80,61
Syracuse,14,Wed,Dec,28,2011,0,Seton Hall,,,W,75,49
Syracuse,15,Sun,Jan,1,2012,@,DePaul,,,W,87,68
Syracuse,16,Wed,Jan,4,2012,@,Providence,,,W,87,73
Syracuse,17,Sat,Jan,7,2012,0,Marquette ,20,,W,73,66
Syracuse,18,Wed,Jan,11,2012,@,Villanova,,,W,79,66
Syracuse,19,Sat,Jan,14,2012,0,Providence,,,W,78,55
Syracuse,20,Mon,Jan,16,2012,0,Pittsburgh,,,W,71,63
Syracuse,21,Sat,Jan,21,2012,@,Notre Dame,,,L,58,67
Syracuse,22,Mon,Jan,23,2012,@,Cincinnati,,,W,60,53
Syracuse,23,Sat,Jan,28,2012,0,West Virginia,,,W,63,61
Syracuse,24,Sat,Feb,4,2012,@,St. John's ,,,W,95,70
Syracuse,25,Wed,Feb,8,2012,0,Georgetown ,12,,W,64,61
Syracuse,26,Sat,Feb,11,2012,0,Connecticut,,,W,85,67
Syracuse,27,Mon,Feb,13,2012,@,Louisville ,19,,W,52,51
Syracuse,28,Sun,Feb,19,2012,@,Rutgers,,,W,74,64
Syracuse,29,Wed,Feb,22,2012,0,South Florida,,,W,56,48
Syracuse,30,Sat,Feb,25,2012,@,Connecticut,,,W,71,69
Syracuse,31,Sat,Mar,3,2012,0,Louisville ,19,,W,58,49
Syracuse,1,Fri,Nov,12,2010,0,Northern Iowa,,,W,68,46
Syracuse,2,Sun,Nov,14,2010,0,Canisius,,,W,86,67
Syracuse,3,Tue,Nov,16,2010,0,Detroit Mercy,,,W,66,55
Syracuse,4,Sun,Nov,21,2010,0,William & Mary,,,W,63,60
Syracuse,5,Fri,Nov,26,2010,N,Michigan,,,W,53,50
Syracuse,6,Sat,Nov,27,2010,N,Georgia Tech,,,W,80,76
Syracuse,7,Tue,Nov,30,2010,0,Cornell,,,W,78,58
Syracuse,8,Sat,Dec,4,2010,0,North Carolina State,,,W,65,59
Syracuse,9,Tue,Dec,7,2010,N,Michigan State ,7,,W,72,58
Syracuse,10,Sat,Dec,11,2010,0,Colgate,,,W,100,43
Syracuse,11,Sat,Dec,18,2010,0,Iona,,,W,83,77
Syracuse,12,Mon,Dec,20,2010,0,Morgan State,,,W,97,55
Syracuse,13,Wed,Dec,22,2010,0,Drexel,,,W,93,65
Syracuse,14,Tue,Dec,28,2010,0,Providence,,,W,81,74
Syracuse,15,Sat,Jan,1,2011,0,Notre Dame ,15,,W,70,58
Syracuse,16,Sat,Jan,8,2011,@,Seton Hall,,,W,61,56
Syracuse,17,Wed,Jan,12,2011,@,St. John's ,,,W,76,59
Syracuse,18,Sat,Jan,15,2011,0,Cincinnati ,25,,W,67,52
Syracuse,19,Mon,Jan,17,2011,@,Pittsburgh ,5,,L,66,74
Syracuse,20,Sat,Jan,22,2011,0,Villanova ,7,,L,72,83
Syracuse,21,Tue,Jan,25,2011,0,Seton Hall,,,L,68,90
Syracuse,22,Sat,Jan,29,2011,@,Marquette,,,L,70,76
Syracuse,23,Wed,Feb,2,2011,@,Connecticut ,6,,W,66,58
Syracuse,24,Sat,Feb,5,2011,@,South Florida,,,W,72,49
Syracuse,25,Wed,Feb,9,2011,0,Georgetown ,11,,L,56,64
Syracuse,26,Sat,Feb,12,2011,@,Louisville ,16,,L,69,73
Syracuse,27,Mon,Feb,14,2011,0,West Virginia,,,W,63,52
Syracuse,28,Sat,Feb,19,2011,0,Rutgers,,,W,84,80
Syracuse,29,Mon,Feb,21,2011,@,Villanova ,15,,W,69,64
Syracuse,30,Sat,Feb,26,2011,@,Georgetown ,11,,W,58,51
Syracuse,31,Sat,Mar,5,2011,0,DePaul,,,W,107,59
Syracuse,1,Mon,Nov,9,2009,0,Albany ,,,W,75,43
Syracuse,2,Wed,Nov,11,2009,0,Robert Morris,,,W,100,60
Syracuse,3,Thu,Nov,19,2009,N,University of California ,13,,W,95,73
Syracuse,4,Fri,Nov,20,2009,N,North Carolina ,6,,W,87,71
Syracuse,5,Tue,Nov,24,2009,0,Cornell,,,W,88,73
Syracuse,6,Fri,Nov,27,2009,0,Columbia,,,W,85,60
Syracuse,7,Mon,Nov,30,2009,0,Colgate,,,W,92,58
Syracuse,8,Sat,Dec,5,2009,0,Maine,,,W,101,55
Syracuse,9,Thu,Dec,10,2009,N,Florida ,10,,W,85,73
Syracuse,10,Sun,Dec,13,2009,0,St. Francis ,,,W,75,51
Syracuse,11,Sat,Dec,19,2009,0,St. Bonaventure,,,W,85,72
Syracuse,12,Tue,Dec,22,2009,0,Oakland,,,W,92,60
Syracuse,13,Tue,Dec,29,2009,@,Seton Hall,,,W,80,73
Syracuse,14,Sat,Jan,2,2010,0,Pittsburgh,,,L,72,82
Syracuse,15,Wed,Jan,6,2010,0,Memphis,,,W,74,57
Syracuse,16,Sun,Jan,10,2010,0,South Florida,,,W,82,65
Syracuse,17,Wed,Jan,13,2010,@,Rutgers,,,W,81,65
Syracuse,18,Sat,Jan,16,2010,@,West Virginia ,10,,W,72,71
Syracuse,19,Mon,Jan,18,2010,@,Notre Dame,,,W,84,71
Syracuse,20,Sat,Jan,23,2010,0,Marquette,,,W,76,71
Syracuse,21,Mon,Jan,25,2010,0,Georgetown ,7,,W,73,56
Syracuse,22,Sat,Jan,30,2010,@,DePaul,,,W,59,57
Syracuse,23,Tue,Feb,2,2010,0,Providence,,,W,85,68
Syracuse,24,Sun,Feb,7,2010,@,Cincinnati,,,W,71,54
Syracuse,25,Wed,Feb,10,2010,0,Connecticut,,,W,72,67
Syracuse,26,Sun,Feb,14,2010,0,Louisville,,,L,60,66
Syracuse,27,Thu,Feb,18,2010,@,Georgetown ,10,,W,75,71
Syracuse,28,Tue,Feb,23,2010,@,Providence,,,W,99,85
Syracuse,29,Sat,Feb,27,2010,0,Villanova ,7,,W,95,77
Syracuse,30,Tue,Mar,2,2010,0,St. John's ,,,W,85,66
Syracuse,31,Sat,Mar,6,2010,@,Louisville,,,L,68,78
