Team,Week,Day,Month,Date,Year,Court,Opponent,Rank,Rank2,WL,Score,OppScore
Gonzaga,16,Sat,Jan,4,2014,0,Pacific,,,W,86,64
Gonzaga,17,Thu,Jan,9,2014,@,Portland,,,L,73,82
Gonzaga,18,Thu,Jan,16,2014,@,Pepperdine,,,W,70,53
Gonzaga,19,Sat,Jan,18,2014,@,Loyola Marymount,,,W,82,72
Gonzaga,20,Thu,Jan,23,2014,0,San Diego,,,W,59,56
Gonzaga,21,Sat,Jan,25,2014,0,Brigham Young,,,W,84,69
Gonzaga,22,Wed,Jan,29,2014,@,Santa Clara,,,W,54,52
Gonzaga,23,Sat,Feb,1,2014,@,San Francisco,,,W,75,65
Gonzaga,24,Wed,Feb,5,2014,0,Portland,,,W,71,66
Gonzaga,25,Sat,Feb,8,2014,@,Memphis ,24,,L,54,60
Gonzaga,26,Thu,Feb,13,2014,0,Pepperdine,,,W,83,68
Gonzaga,27,Sat,Feb,15,2014,0,Loyola Marymount,,,W,86,67
Gonzaga,28,Thu,Feb,20,2014,@,Brigham Young,,,L,65,73
Gonzaga,29,Sat,Feb,22,2014,@,San Diego,,,L,66,69
Gonzaga,30,Thu,Feb,27,2014,@,Pacific,,,W,70,53
Gonzaga,31,Sat,Mar,1,2014,@,Saint Mary's ,,,W,75,47
Gonzaga,1,Fri,Nov,9,2012,0,Southern Utah,,,W,103,65
Gonzaga,2,Mon,Nov,12,2012,0,West Virginia,,,W,84,50
Gonzaga,3,Sun,Nov,18,2012,0,South Dakota,,,W,96,58
Gonzaga,4,Thu,Nov,22,2012,N,Clemson,,,W,57,49
Gonzaga,5,Fri,Nov,23,2012,N,Oklahoma,,,W,72,47
Gonzaga,6,Sun,Nov,25,2012,N,Davidson,,,W,81,67
Gonzaga,7,Thu,Nov,29,2012,0,Lewis & Clark,,,W,104,57
Gonzaga,8,Sat,Dec,1,2012,0,Pacific,,,W,85,67
Gonzaga,9,Wed,Dec,5,2012,@,Washington State,,,W,71,69
Gonzaga,10,Sat,Dec,8,2012,0,Illinois ,13,,L,74,85
Gonzaga,11,Sat,Dec,15,2012,N,Kansas State,,,W,68,52
Gonzaga,12,Wed,Dec,19,2012,0,Campbell,,,W,74,52
Gonzaga,13,Fri,Dec,28,2012,0,Baylor,,,W,94,87
Gonzaga,14,Mon,Dec,31,2012,@,Oklahoma State ,22,,W,69,68
Gonzaga,15,Thu,Jan,3,2013,@,Pepperdine,,,W,78,62
Gonzaga,16,Sat,Jan,5,2013,@,Santa Clara,,,W,81,74
Gonzaga,17,Thu,Jan,10,2013,0,Saint Mary's ,,,W,83,78
Gonzaga,18,Thu,Jan,17,2013,@,Portland,,,W,71,49
Gonzaga,19,Sat,Jan,19,2013,@,Butler ,13,,L,63,64
Gonzaga,20,Thu,Jan,24,2013,0,Brigham Young,,,W,83,63
Gonzaga,21,Sat,Jan,26,2013,0,San Francisco,,,W,66,52
Gonzaga,22,Thu,Jan,31,2013,@,Loyola Marymount,,,W,88,43
Gonzaga,23,Sat,Feb,2,2013,@,San Diego,,,W,65,63
Gonzaga,24,Thu,Feb,7,2013,0,Pepperdine,,,W,82,56
Gonzaga,25,Sat,Feb,9,2013,0,Loyola Marymount,,,W,74,55
Gonzaga,26,Thu,Feb,14,2013,@,Saint Mary's ,,,W,77,60
Gonzaga,27,Sat,Feb,16,2013,@,San Francisco,,,W,71,61
Gonzaga,28,Wed,Feb,20,2013,0,Santa Clara,,,W,85,42
Gonzaga,29,Sat,Feb,23,2013,0,San Diego,,,W,81,50
Gonzaga,30,Thu,Feb,28,2013,@,Brigham Young,,,W,70,65
Gonzaga,31,Sat,Mar,2,2013,0,Portland,,,W,81,52
Gonzaga,1,Fri,Nov,11,2011,0,Eastern Washington,,,W,77,69
Gonzaga,2,Mon,Nov,14,2011,0,Washington State,,,W,89,81
Gonzaga,3,Sat,Nov,19,2011,N,Hawaii,,,W,73,54
Gonzaga,4,Sat,Nov,26,2011,N,Western Michigan,,,W,78,58
Gonzaga,5,Wed,Nov,30,2011,0,Notre Dame,,,W,73,53
Gonzaga,6,Sat,Dec,3,2011,@,Illinois,,,L,75,82
Gonzaga,7,Sat,Dec,10,2011,0,Michigan State,,,L,67,74
Gonzaga,8,Thu,Dec,15,2011,0,Oral Roberts,,,W,67,61
Gonzaga,9,Sat,Dec,17,2011,N,Arizona,,,W,71,60
Gonzaga,10,Tue,Dec,20,2011,0,Butler,,,W,71,55
Gonzaga,11,Thu,Dec,22,2011,0,Air Force,,,W,70,60
Gonzaga,12,Wed,Dec,28,2011,0,Portland,,,W,90,51
Gonzaga,13,Sat,Dec,31,2011,@,Xavier,,,W,72,65
Gonzaga,14,Thu,Jan,5,2012,0,Pepperdine,,,W,73,45
Gonzaga,15,Sat,Jan,7,2012,0,Santa Clara,,,W,82,60
Gonzaga,16,Thu,Jan,12,2012,@,Saint Mary's ,,,L,62,83
Gonzaga,17,Sat,Jan,14,2012,@,Loyola Marymount,,,W,62,58
Gonzaga,18,Thu,Jan,19,2012,0,San Francisco,,,W,74,63
Gonzaga,19,Sat,Jan,21,2012,0,San Diego,,,W,77,60
Gonzaga,20,Thu,Jan,26,2012,@,Portland,,,W,74,62
Gonzaga,21,Thu,Feb,2,2012,@,Brigham Young,,,L,73,83
Gonzaga,22,Sat,Feb,4,2012,@,Pepperdine,,,W,72,60
Gonzaga,23,Thu,Feb,9,2012,0,Saint Mary's ,,16,W,73,59
Gonzaga,24,Sat,Feb,11,2012,0,Loyola Marymount,,,W,78,59
Gonzaga,25,Thu,Feb,16,2012,@,Santa Clara,,,W,73,62
Gonzaga,26,Sat,Feb,18,2012,@,San Francisco,,,L,65,66
Gonzaga,27,Thu,Feb,23,2012,0,Brigham Young,,,W,74,63
Gonzaga,28,Sat,Feb,25,2012,@,San Diego,,,W,65,57
Gonzaga,29,Mon,Feb,27,2012,0,Longwood,,,W,92,60
Gonzaga,1,Fri,Nov,12,2010,0,Southern,,,W,117,72
Gonzaga,2,Sun,Nov,14,2010,0,IUPUI,,,W,86,56
Gonzaga,3,Tue,Nov,16,2010,0,San Diego State ,25,,L,76,79
Gonzaga,4,Mon,Nov,22,2010,N,Kansas State ,4,,L,64,81
Gonzaga,5,Tue,Nov,23,2010,N,Marquette,,,W,66,63
Gonzaga,6,Tue,Nov,30,2010,0,Eastern Washington,,,W,86,57
Gonzaga,7,Sat,Dec,4,2010,N,Illinois ,20,,L,61,73
Gonzaga,8,Wed,Dec,8,2010,@,Washington State,,,L,59,81
Gonzaga,9,Sat,Dec,11,2010,@,Notre Dame ,23,,L,79,83
Gonzaga,10,Thu,Dec,16,2010,0,Lewis & Clark,,,W,103,61
Gonzaga,11,Sat,Dec,18,2010,N,Baylor ,9,,W,68,64
Gonzaga,12,Wed,Dec,22,2010,0,Xavier,,,W,64,54
Gonzaga,13,Wed,Dec,29,2010,0,Lafayette,,,W,83,55
Gonzaga,14,Fri,Dec,31,2010,0,Oklahoma State,,,W,73,52
Gonzaga,15,Sun,Jan,2,2011,@,Wake Forest,,,W,73,63
Gonzaga,16,Sat,Jan,8,2011,0,Portland,,,W,74,61
Gonzaga,17,Thu,Jan,13,2011,0,Pepperdine,,,W,92,75
Gonzaga,18,Sat,Jan,15,2011,0,Loyola Marymount,,,W,79,59
Gonzaga,19,Thu,Jan,20,2011,@,Santa Clara,,,L,71,85
Gonzaga,20,Sat,Jan,22,2011,@,San Francisco,,,L,91,96
Gonzaga,21,Thu,Jan,27,2011,0,Saint Mary's ,,,L,71,73
Gonzaga,22,Sat,Jan,29,2011,0,San Diego,,,W,86,53
Gonzaga,23,Thu,Feb,3,2011,@,Portland,,,W,67,64
Gonzaga,24,Sat,Feb,5,2011,N,Memphis,,,L,58,62
Gonzaga,25,Thu,Feb,10,2011,@,Loyola Marymount,,,W,67,57
Gonzaga,26,Sat,Feb,12,2011,@,Pepperdine,,,W,63,44
Gonzaga,27,Thu,Feb,17,2011,0,Santa Clara,,,W,85,76
Gonzaga,28,Sat,Feb,19,2011,0,San Francisco,,,W,70,53
Gonzaga,29,Thu,Feb,24,2011,@,Saint Mary's ,,,W,89,85
Gonzaga,30,Sat,Feb,26,2011,@,San Diego,,,W,68,31
Gonzaga,31,Mon,Feb,28,2011,0,Cal State Bakersfield,,,W,96,49
Gonzaga,1,Sat,Nov,14,2009,0,Mississippi Valley State,,,W,92,74
Gonzaga,2,Tue,Nov,17,2009,@,Michigan State ,2,,L,71,75
Gonzaga,3,Fri,Nov,20,2009,0,Purdue-Fort Wayne,,,W,90,55
Gonzaga,4,Mon,Nov,23,2009,N,Colorado,,,W,76,72
Gonzaga,5,Tue,Nov,24,2009,N,Wisconsin,,,W,74,61
Gonzaga,6,Wed,Nov,25,2009,N,Cincinnati,,,W,61,59
Gonzaga,7,Wed,Dec,2,2009,0,Washington State,,,W,74,69
Gonzaga,8,Sat,Dec,5,2009,0,Wake Forest,,,L,75,77
Gonzaga,9,Wed,Dec,9,2009,0,Augustana ,,,W,79,40
Gonzaga,10,Sat,Dec,12,2009,N,Davidson,,,W,103,91
Gonzaga,11,Sat,Dec,19,2009,N,Duke ,7,,L,41,76
Gonzaga,12,Mon,Dec,28,2009,0,Eastern Washington,,,W,94,52
Gonzaga,13,Thu,Dec,31,2009,0,Oklahoma,,,W,83,69
Gonzaga,14,Sat,Jan,2,2010,N,Illinois,,,W,85,83
Gonzaga,15,Sat,Jan,9,2010,@,Portland,,,W,81,78
Gonzaga,16,Thu,Jan,14,2010,@,Saint Mary's ,,,W,89,82
Gonzaga,17,Sat,Jan,16,2010,@,San Diego,,,W,68,50
Gonzaga,18,Thu,Jan,21,2010,0,Pepperdine,,,W,91,84
Gonzaga,19,Sat,Jan,23,2010,0,Loyola Marymount,,,W,85,69
Gonzaga,20,Thu,Jan,28,2010,@,Santa Clara,,,W,71,64
Gonzaga,21,Sat,Jan,30,2010,@,San Francisco,,,L,77,81
Gonzaga,22,Thu,Feb,4,2010,0,Portland,,,W,76,49
Gonzaga,23,Sat,Feb,6,2010,@,Memphis,,,W,66,58
Gonzaga,24,Thu,Feb,11,2010,0,Saint Mary's ,,,W,80,61
Gonzaga,25,Sat,Feb,13,2010,0,San Diego,,,W,82,65
Gonzaga,26,Thu,Feb,18,2010,@,Loyola Marymount,,,L,66,74
Gonzaga,27,Sat,Feb,20,2010,@,Pepperdine,,,W,72,54
Gonzaga,28,Thu,Feb,25,2010,0,Santa Clara,,,W,88,51
Gonzaga,29,Sat,Feb,27,2010,0,San Francisco,,,W,75,69
Gonzaga,30,Tue,Mar,2,2010,0,Cal State Bakersfield,,,W,78,59
Villanova,1,Tue,Nov,6,2018,0,Morgan State,,,W,100,77
Villanova,2,Sat,Nov,10,2018,0,Quinnipiac,,,W,86,53
Villanova,3,Wed,Nov,14,2018,0,Michigan ,18,,L,46,73
Villanova,4,Sat,Nov,17,2018,0,Furman,,,L,68,76
Villanova,5,Thu,Nov,22,2018,N,Canisius,,,W,83,56
Villanova,6,Fri,Nov,23,2018,N,Oklahoma State,,,W,77,58
Villanova,7,Sun,Nov,25,2018,N,Florida State ,14,,W,66,60
Villanova,8,Sat,Dec,1,2018,@,La Salle,,,W,85,78
Villanova,9,Wed,Dec,5,2018,0,Temple,,,W,69,59
Villanova,10,Sat,Dec,8,2018,0,Saint Joseph's,,,W,70,58
Villanova,11,Tue,Dec,11,2018,@,Pennsylvania,,,L,75,78
Villanova,12,Sat,Dec,15,2018,@,Kansas ,1,,L,71,74
Villanova,13,Sat,Dec,22,2018,N,Connecticut,,,W,81,58
Villanova,14,Wed,Jan,2,2019,0,DePaul,,,W,73,68
Villanova,15,Sat,Jan,5,2019,@,Providence,,,W,65,59
Villanova,16,Tue,Jan,8,2019,0,St. John's ,,24,W,76,71
Villanova,17,Sun,Jan,13,2019,@,Creighton,,,W,90,78
Villanova,18,Fri,Jan,18,2019,0,Xavier,,,W,85,75
Villanova,19,Tue,Jan,22,2019,@,Butler,,,W,80,72
Villanova,20,Sun,Jan,27,2019,0,Seton Hall,,,W,80,52
Villanova,21,Wed,Jan,30,2019,@,DePaul,,,W,86,74
Villanova,22,Sun,Feb,3,2019,0,Georgetown,,,W,77,65
Villanova,23,Wed,Feb,6,2019,0,Creighton,,,W,66,59
Villanova,24,Sat,Feb,9,2019,@,Marquette ,10,,L,65,66
Villanova,25,Wed,Feb,13,2019,0,Providence,,,W,85,67
Villanova,26,Sun,Feb,17,2019,N,St. John's ,,,L,65,71
Villanova,27,Wed,Feb,20,2019,@,Georgetown,,,L,73,85
Villanova,28,Sun,Feb,24,2019,@,Xavier,,,L,54,66
Villanova,29,Wed,Feb,27,2019,0,Marquette ,10,,W,67,61
Villanova,30,Sat,Mar,2,2019,0,Butler,,,W,75,54
Villanova,31,Sat,Mar,9,2019,@,Seton Hall,,,L,75,79
Villanova,1,Fri,Nov,10,2017,0,Columbia,,,W,75,60
Villanova,2,Tue,Nov,14,2017,0,Nicholls State,,,W,113,77
Villanova,3,Fri,Nov,17,2017,N,Lafayette,,,W,104,57
Villanova,4,Wed,Nov,22,2017,N,Western Kentucky,,,W,66,58
Villanova,5,Thu,Nov,23,2017,N,Tennessee,,,W,85,76
Villanova,6,Fri,Nov,24,2017,N,Northern Iowa,,,W,64,50
Villanova,7,Wed,Nov,29,2017,0,Pennsylvania,,,W,90,62
Villanova,8,Sat,Dec,2,2017,@,Saint Joseph's,,,W,94,53
Villanova,9,Tue,Dec,5,2017,N,Gonzaga ,12,,W,88,72
Villanova,10,Sun,Dec,10,2017,0,La Salle,,,W,77,68
Villanova,11,Wed,Dec,13,2017,@,Temple,,,W,87,67
Villanova,12,Fri,Dec,22,2017,N,Hofstra,,,W,95,71
Villanova,13,Wed,Dec,27,2017,@,DePaul,,,W,103,85
Villanova,14,Sat,Dec,30,2017,@,Butler,,,L,93,101
Villanova,15,Sat,Jan,6,2018,0,Marquette,,,W,100,90
Villanova,16,Wed,Jan,10,2018,0,Xavier ,10,,W,89,65
Villanova,17,Sat,Jan,13,2018,@,St. John's ,,,W,78,71
Villanova,18,Wed,Jan,17,2018,@,Georgetown,,,W,88,56
Villanova,19,Sat,Jan,20,2018,@,Connecticut,,,W,81,61
Villanova,20,Tue,Jan,23,2018,0,Providence,,,W,89,69
Villanova,21,Sun,Jan,28,2018,@,Marquette,,,W,85,82
Villanova,22,Thu,Feb,1,2018,0,Creighton,,,W,98,78
Villanova,23,Sun,Feb,4,2018,0,Seton Hall,,,W,92,76
Villanova,24,Wed,Feb,7,2018,0,St. John's ,,,L,75,79
Villanova,25,Sat,Feb,10,2018,0,Butler,,,W,86,75
Villanova,26,Wed,Feb,14,2018,@,Providence,,,L,71,76
Villanova,27,Sat,Feb,17,2018,@,Xavier ,4,,W,95,79
Villanova,28,Wed,Feb,21,2018,0,DePaul,,,W,93,62
Villanova,29,Sat,Feb,24,2018,@,Creighton,,,L,83,89
Villanova,30,Wed,Feb,28,2018,@,Seton Hall,,,W,69,68
Villanova,31,Sat,Mar,3,2018,0,Georgetown,,,W,97,73
Villanova,1,Fri,Nov,11,2016,0,Lafayette,,,W,88,48
Villanova,2,Mon,Nov,14,2016,@,Purdue ,15,,W,79,76
Villanova,3,Thu,Nov,17,2016,N,Western Michigan,,,W,76,65
Villanova,4,Fri,Nov,18,2016,N,Wake Forest,,,W,96,77
Villanova,5,Sun,Nov,20,2016,N,Central Florida,,,W,67,57
Villanova,6,Wed,Nov,23,2016,0,College of Charleston,,,W,63,47
Villanova,7,Tue,Nov,29,2016,@,Pennsylvania,,,W,82,57
Villanova,8,Sat,Dec,3,2016,0,Saint Joseph's,,,W,88,57
Villanova,9,Tue,Dec,6,2016,N,La Salle,,,W,89,79
Villanova,10,Sat,Dec,10,2016,N,Notre Dame ,23,,W,74,66
Villanova,11,Tue,Dec,13,2016,0,Temple,,,W,78,57
Villanova,12,Wed,Dec,21,2016,0,American,,,W,90,48
Villanova,13,Wed,Dec,28,2016,0,DePaul,,,W,68,65
Villanova,14,Sat,Dec,31,2016,@,Creighton ,10,,W,80,70
Villanova,15,Wed,Jan,4,2017,@,Butler ,18,,L,58,66
Villanova,16,Sat,Jan,7,2017,0,Marquette,,,W,93,81
Villanova,17,Tue,Jan,10,2017,0,Xavier ,15,,W,79,54
Villanova,18,Sat,Jan,14,2017,@,St. John's ,,,W,70,57
Villanova,19,Mon,Jan,16,2017,0,Seton Hall,,,W,76,46
Villanova,20,Sat,Jan,21,2017,0,Providence,,,W,78,68
Villanova,21,Tue,Jan,24,2017,@,Marquette,,,L,72,74
Villanova,22,Sun,Jan,29,2017,0,Virginia ,12,,W,61,59
Villanova,23,Wed,Feb,1,2017,@,Providence,,,W,66,57
Villanova,24,Sat,Feb,4,2017,0,St. John's ,,,W,92,79
Villanova,25,Tue,Feb,7,2017,0,Georgetown,,,W,75,64
Villanova,26,Sat,Feb,11,2017,@,Xavier ,24,,W,73,57
Villanova,27,Mon,Feb,13,2017,@,DePaul,,,W,75,62
Villanova,28,Sat,Feb,18,2017,@,Seton Hall,,,W,92,70
Villanova,29,Wed,Feb,22,2017,0,Butler ,22,,L,66,74
Villanova,30,Sat,Feb,25,2017,0,Creighton ,23,,W,79,63
Villanova,31,Sat,Mar,4,2017,@,Georgetown,,,W,81,55
Villanova,1,Fri,Nov,13,2015,0,Fairleigh Dickinson,,,W,91,54
Villanova,2,Tue,Nov,17,2015,0,Nebraska,,,W,87,63
Villanova,3,Fri,Nov,20,2015,0,East Tennessee State,,,W,86,51
Villanova,4,Sun,Nov,22,2015,0,Akron,,,W,75,56
Villanova,5,Thu,Nov,26,2015,N,Stanford,,,W,59,45
Villanova,6,Fri,Nov,27,2015,N,Georgia Tech,,,W,69,52
Villanova,7,Tue,Dec,1,2015,@,Saint Joseph's,,,W,86,72
Villanova,8,Mon,Dec,7,2015,N,Oklahoma ,7,,L,55,78
Villanova,9,Sun,Dec,13,2015,0,La Salle,,,W,76,47
Villanova,10,Sat,Dec,19,2015,@,Virginia ,8,,L,75,86
Villanova,11,Tue,Dec,22,2015,0,Delaware,,,W,78,48
Villanova,12,Mon,Dec,28,2015,0,Pennsylvania,,,W,77,57
Villanova,13,Thu,Dec,31,2015,0,Xavier ,6,,W,95,64
Villanova,14,Sat,Jan,2,2016,@,Creighton,,,W,85,71
Villanova,15,Wed,Jan,6,2016,0,Seton Hall,,,W,72,63
Villanova,16,Sun,Jan,10,2016,@,Butler ,18,,W,60,55
Villanova,17,Wed,Jan,13,2016,0,Marquette,,,W,83,68
Villanova,18,Sat,Jan,16,2016,@,Georgetown,,,W,55,50
Villanova,19,Wed,Jan,20,2016,@,Seton Hall,,,W,72,71
Villanova,20,Sun,Jan,24,2016,0,Providence ,16,,L,76,82
Villanova,21,Sun,Jan,31,2016,@,St. John's ,,,W,68,53
Villanova,22,Wed,Feb,3,2016,0,Creighton,,,W,83,58
Villanova,23,Sat,Feb,6,2016,@,Providence ,11,,W,72,60
Villanova,24,Tue,Feb,9,2016,@,DePaul,,,W,86,59
Villanova,25,Sat,Feb,13,2016,0,St. John's ,,,W,73,63
Villanova,26,Wed,Feb,17,2016,@,Temple,,,W,83,67
Villanova,27,Sat,Feb,20,2016,0,Butler,,,W,77,67
Villanova,28,Wed,Feb,24,2016,@,Xavier ,5,,L,83,90
Villanova,29,Sat,Feb,27,2016,@,Marquette,,,W,89,79
Villanova,30,Tue,Mar,1,2016,0,DePaul,,,W,83,62
Villanova,31,Sat,Mar,5,2016,0,Georgetown,,,W,84,71
Villanova,1,Fri,Nov,14,2014,N,Lehigh,,,W,77,66
Villanova,2,Mon,Nov,17,2014,0,Maryland-Eastern Shore,,,W,81,44
Villanova,3,Thu,Nov,20,2014,0,Bucknell,,,W,72,65
Villanova,4,Mon,Nov,24,2014,N,Virginia Commonwealth ,14,,W,77,53
Villanova,5,Tue,Nov,25,2014,N,Michigan ,19,,W,60,55
Villanova,6,Sun,Nov,30,2014,N,Delaware,,,W,78,47
Villanova,7,Wed,Dec,3,2014,@,La Salle,,,W,84,70
Villanova,8,Sat,Dec,6,2014,0,Saint Joseph's,,,W,74,46
Villanova,9,Tue,Dec,9,2014,N,Illinois,,,W,73,59
Villanova,10,Sun,Dec,14,2014,0,Temple,,,W,85,62
Villanova,11,Sat,Dec,20,2014,0,Syracuse,,,W,82,77
Villanova,12,Tue,Dec,23,2014,0,NJIT,,,W,92,67
Villanova,13,Wed,Dec,31,2014,0,Butler,,,W,67,55
Villanova,14,Sat,Jan,3,2015,@,Seton Hall,,,L,61,66
Villanova,15,Tue,Jan,6,2015,@,St. John's ,,24,W,90,72
Villanova,16,Sat,Jan,10,2015,0,DePaul,,,W,81,64
Villanova,17,Wed,Jan,14,2015,0,Xavier,,,W,88,75
Villanova,18,Sat,Jan,17,2015,@,Pennsylvania,,,W,62,47
Villanova,19,Mon,Jan,19,2015,@,Georgetown,,,L,58,78
Villanova,20,Sun,Jan,25,2015,0,Creighton,,,W,71,50
Villanova,21,Sat,Jan,31,2015,@,DePaul,,,W,68,55
Villanova,22,Wed,Feb,4,2015,0,Marquette,,,W,70,52
Villanova,23,Sat,Feb,7,2015,0,Georgetown ,24,,W,69,53
Villanova,24,Wed,Feb,11,2015,@,Providence,,,W,74,68
Villanova,25,Sat,Feb,14,2015,@,Butler ,18,,W,68,65
Villanova,26,Mon,Feb,16,2015,0,Seton Hall,,,W,80,54
Villanova,27,Sat,Feb,21,2015,@,Marquette,,,W,87,76
Villanova,28,Tue,Feb,24,2015,0,Providence ,25,,W,89,61
Villanova,29,Sat,Feb,28,2015,@,Xavier,,,W,78,66
Villanova,30,Tue,Mar,3,2015,@,Creighton,,,W,76,72
Villanova,31,Sat,Mar,7,2015,0,St. John's ,,,W,105,68
Villanova,1,Fri,Nov,8,2013,0,Lafayette,,,W,75,59
Villanova,2,Wed,Nov,13,2013,0,Mount St. Mary's,,,W,90,59
Villanova,3,Sun,Nov,17,2013,0,Towson,,,W,78,44
Villanova,4,Fri,Nov,22,2013,0,Delaware,,,W,84,80
Villanova,5,Thu,Nov,28,2013,N,Southern California,,,W,94,79
Villanova,6,Fri,Nov,29,2013,N,Kansas ,2,,W,63,59
Villanova,7,Sat,Nov,30,2013,N,Iowa ,23,,W,88,83
Villanova,8,Wed,Dec,4,2013,0,Pennsylvania,,,W,77,54
Villanova,9,Sat,Dec,7,2013,@,Saint Joseph's,,,W,98,68
Villanova,10,Sun,Dec,15,2013,0,La Salle,,,W,73,52
Villanova,11,Sat,Dec,21,2013,0,Rider,,,W,88,67
Villanova,12,Sat,Dec,28,2013,@,Syracuse ,2,,L,62,78
Villanova,13,Tue,Dec,31,2013,@,Butler,,,W,76,73
Villanova,14,Sun,Jan,5,2014,0,Providence,,,W,91,61
Villanova,15,Wed,Jan,8,2014,@,Seton Hall,,,W,83,67
Villanova,16,Sat,Jan,11,2014,@,St. John's ,,,W,74,67
Villanova,17,Sat,Jan,18,2014,0,DePaul,,,W,88,62
Villanova,18,Mon,Jan,20,2014,0,Creighton,,,L,68,96
Villanova,19,Sat,Jan,25,2014,@,Marquette,,,W,94,85
Villanova,20,Mon,Jan,27,2014,@,Georgetown,,,W,65,60
Villanova,21,Sat,Feb,1,2014,@,Temple,,,W,90,74
Villanova,22,Mon,Feb,3,2014,0,Xavier,,,W,81,58
Villanova,23,Fri,Feb,7,2014,0,Seton Hall,,,W,70,53
Villanova,24,Wed,Feb,12,2014,@,DePaul,,,W,87,62
Villanova,25,Sun,Feb,16,2014,@,Creighton ,18,,L,80,101
Villanova,26,Tue,Feb,18,2014,@,Providence,,,W,82,2OT
Villanova,27,Sat,Feb,22,2014,0,St. John's ,,,W,57,54
Villanova,28,Wed,Feb,26,2014,0,Butler,,,W,67,48
Villanova,29,Sun,Mar,2,2014,0,Marquette,,,W,73,56
Villanova,30,Thu,Mar,6,2014,@,Xavier,,,W,77,70
Villanova,31,Sat,Mar,8,2014,0,Georgetown,,,W,77,59
Villanova,1,Fri,Nov,9,2012,0,District of Columbia,,,W,78,58
Villanova,2,Sun,Nov,11,2012,0,Marshall,,,W,80,68
Villanova,3,Thu,Nov,15,2012,N,Purdue,,,W,89,81
Villanova,4,Fri,Nov,16,2012,N,Alabama,,,L,55,77
Villanova,5,Tue,Nov,20,2012,0,Columbia,,,L,57,75
Villanova,6,Sun,Nov,25,2012,@,La Salle,,,L,74,77
Villanova,7,Sat,Dec,1,2012,@,Vanderbilt,,,W,62,52
Villanova,8,Wed,Dec,5,2012,0,Temple,,,L,61,76
Villanova,9,Sat,Dec,8,2012,@,Pennsylvania,,,W,68,55
Villanova,10,Tue,Dec,11,2012,0,Saint Joseph's,,,W,65,61
Villanova,11,Sun,Dec,16,2012,0,Delaware,,,W,75,65
Villanova,12,Sat,Dec,22,2012,@,Monmouth,,,W,83,56
Villanova,13,Fri,Dec,28,2012,0,NJIT,,,W,70,60
Villanova,14,Wed,Jan,2,2013,0,St. John's ,,,W,98,86
Villanova,15,Wed,Jan,9,2013,@,South Florida,,,W,61,53
Villanova,16,Sat,Jan,12,2013,@,Syracuse ,7,,L,61,72
Villanova,17,Wed,Jan,16,2013,0,Pittsburgh,,,L,43,58
Villanova,18,Sat,Jan,19,2013,@,Providence,,,L,66,69
Villanova,19,Tue,Jan,22,2013,0,Louisville ,5,,W,73,64
Villanova,20,Sat,Jan,26,2013,0,Syracuse ,3,,W,75,71
Villanova,21,Wed,Jan,30,2013,@,Notre Dame,,,L,60,65
Villanova,22,Sun,Feb,3,2013,0,Providence,,,L,52,55
Villanova,23,Tue,Feb,5,2013,@,DePaul,,,W,94,71
Villanova,24,Sat,Feb,9,2013,0,South Florida,,,W,68,40
Villanova,25,Tue,Feb,12,2013,@,Cincinnati,,,L,50,68
Villanova,26,Sat,Feb,16,2013,@,Connecticut,,,W,70,61
Villanova,27,Mon,Feb,18,2013,0,Rutgers,,,W,71,63
Villanova,28,Sat,Feb,23,2013,0,Marquette ,17,,W,60,56
Villanova,29,Mon,Feb,25,2013,@,Seton Hall,,,L,65,66
Villanova,30,Sun,Mar,3,2013,@,Pittsburgh ,23,,L,64,73
Villanova,31,Wed,Mar,6,2013,0,Georgetown ,5,,W,67,57
Villanova,1,Fri,Nov,11,2011,0,Monmouth,,,W,106,70
Villanova,2,Tue,Nov,15,2011,0,La Salle,,,W,76,69
Villanova,3,Fri,Nov,18,2011,0,Delaware,,,W,79,69
Villanova,4,Thu,Nov,24,2011,N,UC-Riverside,,,W,71,46
Villanova,5,Fri,Nov,25,2011,N,Saint Louis,,,L,68,80
Villanova,6,Sun,Nov,27,2011,N,Santa Clara,,,L,64,65
Villanova,7,Sat,Dec,3,2011,0,Pennsylvania,,,W,73,65
Villanova,8,Tue,Dec,6,2011,N,Missouri ,10,,L,71,81
Villanova,9,Sat,Dec,10,2011,@,Temple,,,L,67,78
Villanova,10,Tue,Dec,13,2011,0,Boston University,,,W,68,43
Villanova,11,Sat,Dec,17,2011,@,Saint Joseph's,,,L,58,74
Villanova,12,Thu,Dec,22,2011,0,American,,,W,73,52
Villanova,13,Wed,Dec,28,2011,@,West Virginia,,,L,69,83
Villanova,14,Sun,Jan,1,2012,@,Marquette ,14,,L,77,81
Villanova,15,Thu,Jan,5,2012,0,South Florida,,,L,57,74
Villanova,16,Sun,Jan,8,2012,0,DePaul,,,W,87,71
Villanova,17,Wed,Jan,11,2012,0,Syracuse ,1,,L,66,79
Villanova,18,Sat,Jan,14,2012,@,Cincinnati,,,L,78,82
Villanova,19,Wed,Jan,18,2012,0,Seton Hall,,,W,84,76
Villanova,20,Sat,Jan,21,2012,@,St. John's ,,,W,79,76
Villanova,21,Wed,Jan,25,2012,@,Louisville,,,L,74,84
Villanova,22,Sat,Jan,28,2012,0,Marquette ,17,,L,78,82
